[18:20:22] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', name='PROD'
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:20:24] [main/INFO]: Reloading ResourceManager: Default
[18:20:27] [Worker-Main-4/INFO]: Loaded 7 recipes
[18:20:28] [Worker-Main-4/INFO]: Loaded 927 advancements
[18:20:32] [Server thread/INFO]: Starting minecraft server version 1.16.1
[18:20:32] [Server thread/INFO]: Loading properties
[18:20:32] [Server thread/INFO]: Default game type: SURVIVAL
[18:20:32] [Server thread/INFO]: Generating keypair
[18:20:33] [Server thread/INFO]: Starting Minecraft server on 192.168.0.50:25565
[18:20:34] [Server thread/INFO]: Using epoll channel type
[18:20:34] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[18:20:34] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[18:20:34] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[18:20:34] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[18:20:34] [Server thread/INFO]: Preparing level "Family-story"
[18:22:30] [Worker-Main-6/INFO]: Preparing spawn area: 72%
[18:22:30] [Worker-Main-6/INFO]: Preparing spawn area: 72%
[18:22:30] [Worker-Main-6/INFO]: Preparing spawn area: 72%
[18:22:32] [Worker-Main-4/INFO]: Preparing spawn area: 73%
[18:22:32] [Worker-Main-4/INFO]: Preparing spawn area: 73%
[18:22:32] [Worker-Main-4/INFO]: Preparing spawn area: 74%
[18:22:34] [Worker-Main-4/INFO]: Preparing spawn area: 75%
[18:22:34] [Worker-Main-4/INFO]: Preparing spawn area: 75%
[18:22:34] [Worker-Main-4/INFO]: Preparing spawn area: 75%
[18:22:34] [Worker-Main-4/INFO]: Preparing spawn area: 75%
[18:22:34] [Worker-Main-6/INFO]: Preparing spawn area: 77%
[18:22:34] [Worker-Main-6/INFO]: Preparing spawn area: 77%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:38] [Worker-Main-4/INFO]: Preparing spawn area: 78%
[18:22:39] [Worker-Main-6/INFO]: Preparing spawn area: 84%
[18:22:40] [Worker-Main-6/INFO]: Preparing spawn area: 84%
[18:22:40] [Worker-Main-4/INFO]: Preparing spawn area: 84%
[18:22:42] [Worker-Main-4/INFO]: Preparing spawn area: 85%
[18:22:42] [Worker-Main-5/INFO]: Preparing spawn area: 85%
[18:22:42] [Worker-Main-5/INFO]: Preparing spawn area: 85%
[18:22:42] [Worker-Main-4/INFO]: Preparing spawn area: 85%
[18:22:42] [Worker-Main-6/INFO]: Preparing spawn area: 87%
[18:22:43] [Worker-Main-6/INFO]: Preparing spawn area: 87%
[18:22:44] [Worker-Main-4/INFO]: Preparing spawn area: 87%
[18:22:44] [Worker-Main-4/INFO]: Preparing spawn area: 87%
[18:22:48] [Worker-Main-5/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-4/INFO]: Preparing spawn area: 89%
[18:22:48] [Worker-Main-5/INFO]: Preparing spawn area: 91%
[18:22:52] [Worker-Main-6/INFO]: Preparing spawn area: 91%
[18:22:52] [Worker-Main-6/INFO]: Preparing spawn area: 91%
[18:22:52] [Worker-Main-5/INFO]: Preparing spawn area: 91%
[18:22:52] [Worker-Main-5/INFO]: Preparing spawn area: 91%
[18:22:52] [Worker-Main-6/INFO]: Preparing spawn area: 92%
[18:22:52] [Worker-Main-6/INFO]: Preparing spawn area: 92%
[18:22:52] [Worker-Main-6/INFO]: Preparing spawn area: 92%
[18:22:52] [Worker-Main-6/INFO]: Preparing spawn area: 92%
[18:22:54] [Worker-Main-4/INFO]: Preparing spawn area: 97%
[18:22:54] [Worker-Main-5/INFO]: Preparing spawn area: 97%
[18:22:54] [Worker-Main-5/INFO]: Preparing spawn area: 97%
[18:22:54] [Worker-Main-5/INFO]: Preparing spawn area: 97%
[18:22:54] [Worker-Main-5/INFO]: Preparing spawn area: 97%
[18:22:55] [Server thread/INFO]: Time elapsed: 121654 ms
[18:22:55] [Server thread/INFO]: Done (140.484s)! For help, type "help"
[18:22:57] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2342ms or 46 ticks behind
[18:23:13] [Server thread/INFO]: Diegoveraniego[/190.46.34.7:52431] logged in with entity id 184 at (-169.5, 83.0, -7.5)
[18:23:13] [Server thread/INFO]: Diegoveraniego joined the game
[18:23:14] [Server thread/INFO]: SamGamyi[/181.43.37.24:65232] logged in with entity id 185 at (-171.5, 83.0, -0.5)
[18:23:14] [Server thread/INFO]: SamGamyi joined the game
[18:23:33] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 21384ms or 427 ticks behind
[18:23:35] [Server thread/INFO]: camilulu[/201.188.198.203:63084] logged in with entity id 303 at (-179.5, 81.0, -9.5)
[18:23:35] [Server thread/INFO]: camilulu joined the game
[18:23:52] [Server thread/INFO]: See4Paul[/190.46.34.7:50768] logged in with entity id 318 at (-169.5, 82.0, 5.5)
[18:23:52] [Server thread/INFO]: See4Paul joined the game
[18:25:00] [Server thread/INFO]: Shinji3195[/190.46.34.7:52794] logged in with entity id 516 at (-169.5, 82.0, 4.5)
[18:25:00] [Server thread/INFO]: Shinji3195 joined the game
[18:26:41] [Server thread/INFO]: Diegoveraniego has made the advancement [Best Friends Forever]
[18:28:25] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2102ms or 42 ticks behind
[18:28:43] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2037ms or 40 ticks behind
[18:29:01] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 3195ms or 63 ticks behind
[18:31:18] [Server thread/WARN]: Mismatch in destroy block pos: fu{x=-223, y=69, z=58} fu{x=-221, y=67, z=59}
[18:31:18] [Server thread/WARN]: Mismatch in destroy block pos: fu{x=-223, y=69, z=58} fu{x=-221, y=67, z=59}
[18:31:34] [Server thread/INFO]: Shinji3195 has made the advancement [Monster Hunter]
[18:31:43] [Server thread/INFO]: <Diegoveraniego> -225 53
[18:31:55] [Server thread/INFO]: <Diegoveraniego> f3
[18:34:03] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2015ms or 40 ticks behind
[18:35:56] [Server thread/INFO]: See4Paul has made the advancement [Stone Age]
[18:39:25] [Server thread/INFO]: SamGamyi has made the advancement [Stone Age]
[18:40:31] [Server thread/INFO]: Diegoveraniego has made the advancement [Monster Hunter]
[18:40:48] [Server thread/INFO]: See4Paul has made the advancement [Monster Hunter]
[18:42:26] [Server thread/INFO]: camilulu has made the advancement [Monster Hunter]
[18:42:48] [Server thread/INFO]: SamGamyi has made the advancement [Monster Hunter]
[18:44:09] [Server thread/INFO]: Diegoveraniego lost connection: Disconnected
[18:44:09] [Server thread/INFO]: Diegoveraniego left the game
[18:44:10] [Server thread/INFO]: Diegoveraniego[/190.46.34.7:52453] logged in with entity id 3755 at (-218.61199640482943, 68.0, 59.35933026495243)
[18:44:10] [Server thread/INFO]: Diegoveraniego joined the game
[18:46:51] [Server thread/WARN]: Mismatch in destroy block pos: fu{x=-171, y=65, z=276} fu{x=-171, y=63, z=277}
[18:53:09] [Server thread/INFO]: Diegoveraniego has made the advancement [The Parrots and the Bats]
[18:53:18] [Server thread/INFO]: Shinji3195 has made the advancement [Stone Age]
[18:53:32] [Server thread/INFO]: SamGamyi has made the advancement [A Seedy Place]
[18:53:43] [Server thread/INFO]: See4Paul was blown up by Creeper
[18:54:07] [Server thread/INFO]: <Diegoveraniego> -142 258
[18:54:29] [Server thread/INFO]: <See4Paul> t
[18:56:19] [Server thread/INFO]: See4Paul was blown up by Creeper
[18:57:51] [Server thread/INFO]: Shinji3195 has made the advancement [Sweet Dreams]
[19:00:40] [Server thread/INFO]: See4Paul has made the advancement [The Parrots and the Bats]
[19:00:54] [Server thread/INFO]: camilulu was shot by Skeleton
[19:02:53] [Server thread/INFO]: Teleported camilulu to SamGamyi
[19:03:23] [Server thread/INFO]: See4Paul was shot by Skeleton
[19:04:15] [Server thread/WARN]: Mismatch in destroy block pos: fu{x=-215, y=65, z=107} fu{x=-213, y=64, z=107}
[19:05:11] [Server thread/INFO]: camilulu was blown up by Creeper
[19:06:22] [Server thread/WARN]: Mismatch in destroy block pos: fu{x=-173, y=64, z=321} fu{x=-175, y=62, z=322}
[19:06:27] [Server thread/WARN]: Shinji3195 moved wrongly!
[19:06:57] [Server thread/INFO]: See4Paul has made the advancement [Best Friends Forever]
[19:08:02] [Server thread/INFO]: See4Paul was slain by Zombie
[19:08:14] [Server thread/INFO]: Diegoveraniego was slain by Zombie
[19:08:38] [Server thread/INFO]: Teleported See4Paul to SamGamyi
[19:08:41] [Server thread/INFO]: SamGamyi was slain by Zombie
[19:08:46] [Server thread/FATAL]: Error executing task on Server
java.lang.NullPointerException: null
	at yv.b(SourceFile:202) ~[server.jar:?]
	at yp.a(SourceFile:939) ~[server.jar:?]
	at zb.a(SourceFile:467) ~[server.jar:?]
	at zv.a(SourceFile:867) ~[server.jar:?]
	at rs.a(SourceFile:122) ~[server.jar:?]
	at rs$b.a(SourceFile:18) ~[server.jar:?]
	at nk.a(SourceFile:21) ~[server.jar:?]
	at uy.run(SourceFile:18) ~[server.jar:?]
	at amn.c(SourceFile:144) ~[server.jar:?]
	at amr.c(SourceFile:23) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.b(SourceFile:763) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.c(SourceFile:154) ~[server.jar:?]
	at amn.x(SourceFile:118) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.aZ(SourceFile:745) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.x(SourceFile:739) ~[server.jar:?]
	at amn.bj(SourceFile:103) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.w(SourceFile:723) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.v(SourceFile:676) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.a(SourceFile:256) ~[server.jar:?]
	at java.lang.Thread.run(Thread.java:834) [?:?]
[19:08:46] [Server thread/FATAL]: Error executing task on Server
java.lang.NullPointerException: null
	at yv.b(SourceFile:202) ~[server.jar:?]
	at yp.a(SourceFile:939) ~[server.jar:?]
	at zb.a(SourceFile:467) ~[server.jar:?]
	at zv.a(SourceFile:867) ~[server.jar:?]
	at rs.a(SourceFile:122) ~[server.jar:?]
	at rs$a.a(SourceFile:56) ~[server.jar:?]
	at nk.a(SourceFile:21) ~[server.jar:?]
	at uy.run(SourceFile:18) ~[server.jar:?]
	at amn.c(SourceFile:144) ~[server.jar:?]
	at amr.c(SourceFile:23) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.b(SourceFile:763) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.c(SourceFile:154) ~[server.jar:?]
	at amn.x(SourceFile:118) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.aZ(SourceFile:745) ~[server.jar:?]
